ASSET_UNIT_ID,ASSET_UNIT_NAME,ASSET_UNIT_PROJECT,ASSET_STATUS_ACTIVITY,ASSET_STATUS_ACTIVITY_ACCURACY,ASSET_VALUECHAIN_SEGMENT2,ASSET_STATUS_LIFECYCLE1,ASSET_STATUS_LIFECYCLE_ACCURACY,ASSET_OWNERSHIP_PROMOTER,ASSET_UNIT_SCOPE,ASSET_CAPACITY_YEAR,ASSET_CAPACITY_YEAR_ACCURACY,ASSET_CARBON_INTENSITY,ASSET_LOCATION_GPS-ACCURACY,ASSET_LOCATION_GPS-LONGITUDE,ASSET_LOCATION_GPS-LATITUDE
ASFR230435,H2V H2V59 Dunkerque Loon-Plage Phase 1 - 200MW hydrogen production plant,H2V59,active,reported,production,development,reported,H2V,"The H2V Dunkerque project consists of creating a hydrogen production plant on land belonging to the Grand Port Maritime de Dunkerque (GPMD), in the commune of Loon-Plage near Dunkerque. The H2V59 plant is to be connected to the public electricity transmission grid by means of an underground link between the Grande-Synthe substation and the plant, to be built by RTE.
H2V59 = a company dedicated to the production of green hydrogen in Dunkirk, 50% owned by H2V.

The H2V Dunkirk project will be developed in two phases, on two sites. The first low-carbon hydrogen production unit will have a capacity of 200 MW by 2027, and the second phase is planned for 300 MW in 2029.",28000,924,,Nearest city center,2.23207,51.00922
ASFR230436,Engie GRHyD Cappelle-La-Grande - 50kW hydrogen production unit,GRHyD,inactive,reported,production,terminated,reported,Engie,"Lancé en 2014, le projet GRHYD teste l’injection d’hydrogène dans le réseau de distribution de gaz naturel de Cappelle-la-Grande afin de répondre aux besoins des habitants en termes de chauffage, eau chaude et cuisson via une énergie plus verte. 
100 homes and the health center boiler supplied by a new gas made up of hydrogen and natural gas | The second aim of the project is to demonstrate the technical, economic, environmental and social advantages of this new energy solution for sustainable cities and green mobility in real operating situations. | A fleet of around 50 buses will be operated using this hydrogen-natural gas blend called Hythane®",7.273256236817223,0.24001745581496836,,Nearest known address,2.37600,50.99850
ASFR230437,"Haffner Hynoca Chambœuf - 0,7tpd hydrogen production unit",Hynoca Chambœuf,active,estimated,production,construction,reported,Haffner Energy,"L’entreprise Pôle Biomasse Hautes-Côtes, basée à Chambœuf (21) conduit un investissement de 16 millions d’euros pour transformer, via un procédé innovant français, la sciure de bois en hydrogène. Un projet local, circulaire et tout à fait écologique.",252,,,Nearest known address,4.32121,45.57679
ASFR230438,"Haffner Hynoca Montmarault - 0,7tpd hydrogen production unit",Hynoca Montmarault,active,estimated,production,construction,reported,Haffner Energy,"Haffner Energy, les Ets Roussel, le groupe Thevenin & Ducrot, et Jean-Paul Fargheon lancent le premier écosystème « du puits à la roue » à Montmarault en Auvergne-Rhône-Alpes. Ce projet comprend la collecte locale de biomasses, la production et la distribution d’hydrogène renouvelable pour les besoins de mobilité durable",252,,,Nearest city center,2.96053,46.32155
ASFR230439,Air liquide Normand'Hy Port-Jérôme-sur-Seine - 200MW hydrogen production plant,Air Liquide Normand'Hy,active,estimated,production,construction,reported,Air Liquide France Industrie (ALFI),"The Air Liquide Normand'Hy project is at the core of a vast ecosystem whose ambition is to decarbonize the Normandy industrial area, in particular by providing access to a low-carbon hydrogen network for major manufacturers such as TotalEnergies, but also by contributing to the development of low-carbon heavy mobility on the Seine Axis.",29333.333333333332,968,,Nearest known address,0.54771,49.47940
ASFR230440,Ecosphere/CUCM Creusot-Montceau - Plans for hydrogen production unit,Ecosphere Creusot-Montceau,active,estimated,production,predevelopment,reported,Ecosphère,"La Communauté urbaine Creusot Montceau a présenté une étude sur le potentiel de ce bassin industriel pour produire de l'hydrogène.
Devenir un acteur important de la transition énergétique, c'est l'ambition de la Communauté urbaine Creusot Montceau (CUCM), en Saône-et-Loire. Le 10 mai, l'agence Ecosphère, chargée du développement industriel pour la CUCM, a publié une étude de faisabilité sur le potentiel d'une future filière d'hydrogène sur le territoire.",,,,Nearest city center,4.41620,46.79232
ASFR230441,"Air Liquide/Kem One HyAMMED Fos-sur-Mer - 6,7ktpa H2 coproduction unit",HyAMMED,active,reported,production,operational,reported,Kem One,"Le projet Hyammed, coordonné par Air Liquide, consiste en la valorisation de 7000 tonnes d’hydrogène fatal issues de l’industrie chlorochimique. Le projet prévoit le déploiement de camions H2 associés à une station de recharge d’H2 à Fos-sur-Mer.
Le site Kem One de Fos-sur-Mer coproduit des quantités importantes d'hydrogène par électrolyse, environ 8 000 tonnes par an. compte-tenu des besoins internes de Kem One et des ventes déjà existantes, près de 6700 t/an d'hydrogène sont disponibles pour de nouvelles applications.
Le projet Hyammed fait suite au projet VALHYDATE localisé sur le territoire industrialo-portuaire de Marseille FOS (plateforme PIICTO) est un projet de démonstration qui vise à valoriser l’hydrogène fatal produit par les industriels du site, et l’hydrogène issu d’EnR, dans le cadre du projet Jupiter 1000 ou via différents types d’applications réplicables sur d’autres territoires (applications stationnaires, mobilité, power to liquid).
Le projet HyAMMED est la déclinaison française du projet européen H2Haul",6700,,,Nearest known address,4.85273,43.45898
ASFR230442,GRTGaz Juptier-1000 Fos-sur-Mer - 1MW hydrogen production unit,Jupiter-1000,active,estimated,production,operational,reported,GRTGaz,"Jupiter 1000 est un projet innovant de démonstrateur industriel de Power-to-Gas. Basée sur une plateforme destinée à la transition énergétique, l'installation a pour but de transformer l'électricité renouvelable en gaz pour pouvoir la stocker.  L'électricité en surplus sera en effet convertie en hydrogène par deux électrolyseurs mais aussi en méthane de synthèse par le biais d'un réacteur de méthanation et d'une structure de capture de CO2 à partir de fumées industrielles voisines.",133.33333333333334,4.4,,Nearest city center,4.83913,43.45644
ASFR230443,Lhyfe Vendée Hydrogène Bouin Phase 1 - 1MW hydrogen production unit,Lhyfe Bouin,active,reported,production,operational,reported,Lhyfe,"Le site de production d'hydrogène est basé à Bouin en Vendée au pied des éoliennes du parc éolien Côte de Jade, propriété de Vendée Energie. L’usine livre les premiers clients de Lhyfe, situés à proximité. 
Le premier site de production de Bouin aura une capacité de production de 300 kg/jour en 2021. La consommation à l’horizon 2024 est estimée à 2000 kg / jour.",82.5,2.7225,,Nearest city center,-2.06969,46.93565
ASFR230444,"Lhyfe Vendée Hydrogène Bouin Phase 2 - 1,5MW hydrogen production unit",Lhyfe Bouin,active,reported,production,operational,reported,Lhyfe,"Le premier site de production de Bouin aura une capacité de production de 300 kg/jour en 2021.
La production d’hydrogène décarboné du site de Lhyfe à Bouin devrait passer à une tonne par jour à la fin de l’année 2023.",154.58333333333331,5.101249999999999,,Nearest city center,-2.06969,46.93565
ASFR230446,"Lhyfe VHyGO 1 Brest - 1,5MW hydrogen production unit",VHyGO 1 Brest,active,estimated,production,construction,reported,Lhyfe,"Composé de dix partenaires et coordonné par Lhyfe, le projet VHyGO fait partie des 7 lauréats de l’appel à projets hydrogène de l'ADEME. Etalé sur trois régions du Grand Ouest (Bretagne, Normandie et Pays de la Loire), il prévoit la mise en place d’un écosystème complet autour de l’hydrogène renouvelable.
Vhygo vise à démocratiser l’accès à l’hydrogène renouvelable dans les régions Bretagne, Normandie et Pays de la Loire.
(Phase 1) du projet VHyGO = 3 sites de production de 3,5MW au total : Brest (1,5 MW), Saint-Nazaire (1,5 MW) et Dieppe (0,5 MW)
(Phase 2) du projet VHyGO = Lhyfe Bretagne (Lorient)
Phases futures (3, 4, ...) = A définir dans le futur",220,7.260000000000001,,Nearest city center,-4.48627,48.39025
ASFR230447,"Lhyfe VHyGO 1 Saint-Nazaire - 1,5MW hydrogen production unit",VHyGO 1 Saint-Nazaire,active,estimated,production,construction,reported,Lhyfe,"Composé de dix partenaires et coordonné par Lhyfe, le projet VHyGO fait partie des 7 lauréats de l’appel à projets hydrogène de l'ADEME. Etalé sur trois régions du Grand Ouest (Bretagne, Normandie et Pays de la Loire), il prévoit la mise en place d’un écosystème complet autour de l’hydrogène renouvelable.
Vhygo vise à démocratiser l’accès à l’hydrogène renouvelable dans les régions Bretagne, Normandie et Pays de la Loire.
(Phase 1) du projet VHyGO = 3 sites de production de 3,5MW au total : Brest (1,5 MW), Saint-Nazaire (1,5 MW) et Dieppe (0,5 MW)
(Phase 2) du projet VHyGO = Lhyfe Bretagne (Lorient)
Phases futures (3, 4, ...) = A définir dans le futur",220,7.260000000000001,,Nearest city center,-2.23673,47.24660
ASFR230448,Lhyfe VHyGO 1 Dieppe - 500kW hydrogen production unit,VHyGO 1 Dieppe,active,estimated,production,construction,reported,Lhyfe,"Composé de dix partenaires et coordonné par Lhyfe, le projet VHyGO fait partie des 7 lauréats de l’appel à projets hydrogène de l'ADEME. Etalé sur trois régions du Grand Ouest (Bretagne, Normandie et Pays de la Loire), il prévoit la mise en place d’un écosystème complet autour de l’hydrogène renouvelable.
Vhygo vise à démocratiser l’accès à l’hydrogène renouvelable dans les régions Bretagne, Normandie et Pays de la Loire.
(Phase 1) du projet VHyGO = 3 sites de production de 3,5MW au total : Brest (1,5 MW), Saint-Nazaire (1,5 MW) et Dieppe (0,5 MW)
(Phase 2) du projet VHyGO = Lhyfe Bretagne (Lorient)
Phases futures (3, 4, ...) = A définir dans le futur",73.33333333333333,2.42,,Nearest city center,1.07762,49.92266
ASFR230449,Engie HyGO Vannes - 1MW hydrogen production unit,HyGO Vannes,active,estimated,production,operational,reported,Engie Solutions,"Le projet HyGO Vannes consiste à adosser un électrolyseur à un process industriel et à des usages en mobilité. Michelin consommera une partie de la production : 40kgH2/jour sur 270kg/jour produits. Le reste sera utilisé pour la mobilité, avec une borne d'avitaillement ouverte aux véhicules lourds et légers, pour différents usages en mobilité professionnelle (ambulances, véhicules sanitaires léégers, taxis)
L’électrolyseur aura une puissance de 500 kW ",116.66666666666667,3.8500000000000005,,Nearest known address,-2.70610,47.65638
ASFR230450,Semitan MuLTHy Saint-Herblain - 200kW hydrogen production unit,MuLTHy,active,unless stated otherwise,production,operational,estimated,Semitan,"MULTHY, is the implementation (on a trial basis with the plan to deploy across the territory) of a comprehensive H2 station including the production of hydrogen through electrolysis and compression/distribution. ",29.33333333333334,0.9680000000000002,,Nearest known address,-1.61843,47.24669
ASFR230451,Atlantech AtlantecH-H La Rochelle- 20kW hydrogen production unit,AtlantecH-H,active,unless stated otherwise,production,operational,estimated,Atlantech,,2.6666666666666665,0.088,,Nearest known address,-1.14560,46.18445
ASFR230452,Nouryon/Storengy H2Bordeaux Ambès - 3000tpa H2 byproduct unit,Nouryon Ambès,active,unless stated otherwise,production,operational,estimated,Nouryon,"L’industriel Nouryon produit du chlorate de sodium par électrolyse de la saumure, élaborée à partir du sel importé via le port de Bordeaux et génère une quantité importante d’hydrogène. La valorisation des 3 000 tonnes d’hydrogène produit accélérera le verdissement de l’industrie et de la mobilité, ainsi que la structuration d’une large filière hydrogène néo-aquitaine.
Le 29 janvier 2020, Storengy, le Grand Port Maritime de Bordeaux (GPMB) et Nexeya ont signé un protocole d’accord pour développer la filière hydrogène en région bordelaise. Ce projet baptisé H2 Bordeaux a remporté, le 9 septembre, un appel à projets européen pour co-financer les premières études de ce projet qui vise à faire de Bordeaux et de son port un territoire de l’hydrogène pour l’industrie et la mobilité.",3000,,,Nearest known address,-0.60003,45.03695
ASFR230453,Engie Fehydrogen-powered bus Pau - 500kW hydrogen production unit,Febus Pau,active,unless stated otherwise,production,operational,estimated,Engie Solutions,"Déploiement d’une flotte de 8 bus de 18m, le long de la première ligne BHNS du réseau de transport public palois.  Construction et exploitation d’une station de production/distribution d’hydrogène par électrolyse de l’eau. François Bayrou, le maire de Pau, avait marqué le démarrage de cette initiative par l'inauguration en septembre de la station de recharge des futurs bus-trams écologiques, conçue par Engie et ITM Power, et qui produira de l'hydrogène sur place par électrolyse. Ce projet représente un investissement global de près de 15 millions d'euros pour les bus et la station hydrogène.",73.33333333333333,2.42,,Nearest known address,-0.31513,43.31985
ASFR230454,Lhyfe Occitanie (Val d'HyGO) Bessières - 5MW hydrogen production unit,Lhyfe Bessières,active,reported,production,operational,reported,Lhyfe,"Production d'hydrogène (2t/jour) via 5MW d'électrolyseur, à proximité de l'UVE de Bessières (où l'électricité produite est considérée à 0% renouvelable)",666.6666666666666,22,,Nearest known address,1.56443,43.80888
ASFR230455,Qair/Hyd'Occ HYVOO Port-la-Nouvelle Phase 1 - 20MW hydrogen production unit,HYVOO,active,reported,production,construction,reported,Qair,"20 MW en (Phase 1) (obligation de l'Europe d'être opérationnel avant fin 2024 pour le projet Corridor H2), 30-40 MW en (Phase 2) (date inconnue), objectif final de 50 MW en (Phase 3) (prévue pour 2030) ; Corrhyd'Occ = une partie du projet Hyd'Occ (production de 20-50 MW), Corrhyd'Occ rassemble la production (Hyd'Occ) et les stations de distribution pour la mobilité (5 station de distribution d’hydrogène, en collaboration avec Air Products)
La production d’hydrogène réalisée par électrolyse alcaline de l’eau, basse température, basse pression, est destinée aux usages maritimes, portuaires et de mobilité dans un rayon de 200 km. Il alimentera notamment la future drague de Sète Hydromer, en construction aux chantiers Piriou.",2666.6666666666665,88,,Nearest city center,3.05009,43.02079
ASFR230456,Engie/Air Liquide HyGreen Provence Manosque Final - 75MW hydrogen production,HyGreen Provence,active,estimated,production,development,reported,Engie Solutions/Air Liquide,Le projet HyGreen Provence a pour objectif d’alimenter les industries dans le bassin de Fos/Marseille et éventuellement quelques stations de mobilité verte.,10000,330,,Nearest city center,5.79103,43.83567
ASFR230457,Hyseas Toulon - 1MW hydrogen production unit,Hyseas Toulon,active,estimated,production,operational,reported,Hyseas Energy,"HYNOVAR est un projet né de l’initiative commune d’HySeas Energy, de la CCI du Var et d’Engie Cofely H2 France afin de proposer une solution innovante pour résoudre les problèmes de qualité de l’air. Le projet visait alors à développer une navette maritime hydrogène alimentée par une station d’avitaillement terrestre. Il a ensuite évolué avec une ambition de mieux mailler le territoire autour de centres économiques emblématiques.",133.33333333333334,4.4,,Nearest known address,5.92863,43.12534
ASFR230458,Energo/GRDF Parvilliers - hydrogen production unit,Energo Parvilliers,active,estimated,production,operational,reported,GRDF,"Le démonstrateur a produit 25kW de méthane de synthèse avec du CO2 directement capté sur le site de production de biométhane et de l’hydrogène produit par électrolyse. Une technologie innovante de méthanation catalytique a été testée. Le procédé novateur utilise un plasma froid pour combiner dioxyde de carbone et hydrogène à pression ambiante et température modérée, dans un réacteur très compact, ce qui réduirait de 20 %  les coûts de la méthanation. ",133.33333333333334,4.4,,Nearest known address,3.01022,49.54627
ASFR230459,Storengy HyCAUNAIS Saint Florentin - 1MW hydrogen production unit,HyCAUNAIS,active,estimated,production,construction,reported,Storengy,"The HyCAUNAIS project is led by Storengy and developed in Saint-Florentin (89). Backed by a methanization site already connected to the network, this project will make it possible to valorize hydrogen for direct use (green mobility) and to produce synthetic methane by biological methanation. This project should demonstrate the advantages of power-to-gas as a flexibility service for the electricity network.",293.3333333333333,9.68,,Nearest known address,3.69815,47.98373
ASFR230460,"Suez Pau'wer-Two-Gas Lescar - 1,3MW hydrogen production unit",Pau'wer-Two-Gas,active,unless stated otherwise,production,development,estimated,Suez,"The Pau Lescar STEP is a project carried out by the Pau Béarn Pyrénées conurbation community. The catalytic methanation brick is directly integrated into the project to develop a methanization unit on the site, which should make it easier to finance, while allowing savings on wastewater treatment (injection of oxygen from the electrolyser in the basins; use of waste heat from methanation for methanization and drying of sludge).",190.6666666666667,6.292000000000002,,Nearest known address,-0.43903,43.31373
ASFR230462,Enosis THyReco Toulouse - hydrogen production Unit,THyReco,active,estimated,production,development,reported,Enosis,"Installation de méthanation biologique du biogaz issu de la méthanisation des boues de la station d’épuration de GinestousGaronne. Ce processus vient en complément de l’unité de méthanisation des boues, afin d’en accroître la production de méthane",,,,Nearest city center,1.44456,43.60447
ASFR230463,Hymoov 1 Montoir-de-Bretagne - Biomass Gazification unit,Hymoov Montoir,active,estimated,production,construction,reported,Hymoov,"HYMOOV valorise les déchets de bois qui seront utilisés pour la production d’un gaz de synthèse. Celui-ci sera ensuite épuré et recombiné afin d’obtenir le gaz voulu (méthane ou hydrogène) en fonction de la finalité de l’unité d’exploitation.
Le projet vise à valoriser des déchets de bois par la production de biogaz par pyrogazéification. En entrée 12 000 tonnes de bois, en sortie 33 Gwh de Gaz soit la consommation de 3 000 foyers. Début d’exploitation en 2023.",,,,Nearest city center,-2.11483,47.32687
ASFR230464,Engie LHyMO Limoges - 1MW hydrogen production unit,LHyMO,active,estimated,production,development,reported,Engie Solutions,"Un électrolyseur de 1MW produit 400kg/jour d'hydrogène renouvelable, distribué par une station à deux bornes pour alimenter 5 bus fin 2025 ((Phase 1)) et 8 bus fin 2028 ((Phase 2)). L'acquisition de BOM est également étudiée. La communauté urbaine de Limoges a décidé de mettre en service 13 bus à hydrogène entre 2025 et 2028. Ils seront alimentés par de l'hydrogène vert, produit par électrolyse.
Limoges Métropole a voté ce projet à l'unanimité lors du conseil communautaire du 21 novembre dernier. Il s'inscrit dans le cadre du Projet de territoire et du Plan climat air énergie territorial.
Cet écosystème s'inscrit, avec Engie, dans le cadre d'un appel à projets de l'ADEME, qui finance jusqu'à 5,9 millions d'euros (environ 6,2 millions). Le coût total du projet est de 25 millions d'euros (environ 26,3 millions), dont 16,1 millions (environ 16,9 millions) sont financés par Limoges Métropole et 2,7 millions (environ 2,85 millions) par la Région Nouvelle Aquitaine. La communauté urbaine va installer un électrolyseur, dont l'électricité sera fournie par une usine de traitement des déchets, au nord de Limoges. Il sera possible de produire 400 kg d'hydrogène par jour. Un deuxième entrepôt de bus sera construit sur le même site et sera opérationnel au printemps 2023.
Cinq bus seront mis en service à partir de 2025, puis trois en 2026, trois autres en 2027 et les deux derniers en 2028. L'agglomération a choisi Van Hool, le même constructeur qui équipe la ville de Pau. En outre, elle envisage de procéder à un rétrofit pour accélérer la décarbonisation de sa flotte.
La station pourra également alimenter les camions poubelles et, à moyen terme, les poids lourds transitant sur l'A20 entre l'Espagne, Toulouse et Paris.",133.33333333333334,4.4,,Nearest known address,1.32455,45.83062
ASFR230465,Qairos Trangé - Biomass Gazification unit,Qarios Trangé,active,estimated,production,development,reported,Qairos Energies,"Qairos Énergies, une start-up sarthoise spécialisée dans la production d’hydrogène et de méthane à partir de chanvre, compte enfin voir aboutir sa première usine à Trangé, près du Mans",,,,Nearest city center,0.12053,48.03113
ASFR230466,GRDF Sitreva Rambouillet - Pyrogasification unit,GRDF Sitreva,active,estimated,production,development,reported,Sitreva,Convention de partenariat GRDF-Sitreva sur l’étude de faisabilité d’une unité de pyrogazéification avec injection du gaz renouvelable produit dans le réseau,,,,Nearest known address,1.82390,48.62487
ASFR230467,GRDF/Semardel Vert-le-Grand - Pyrogasification unit,GRDF Semardel,active,estimated,production,development,reported,GRDF,"Convention de partenariat GRDF-Semardel sur l’étude de faisabilité d’une unité de pyrogazéification avec injection du gaz renouvelable produit dans le réseau.
Une étude de faisabilité sur la production de ces gaz verts de 2ème génération sera réalisée avec pour finalité de caractériser les CSR produit par Semardel et d’étudier la faisabilité technico-économique de la mise en place de ce site.",,,,Nearest known address,2.38166,48.59457
ASFR230468,Eco'R Green Gas Provence Istres - Biomass Pyrogazeification unit,Green Gas Provence,active,unless stated otherwise,production,development,estimated,Eco'R,"Green Gas Provence, situé près d’Istres (13) et piloté par ECO’R, a pour objectif de traiter 16 000 tonnes/an de déchets d’activités économiques, majoritairement constitués de bois, sous forme de combustibles solides de récupération (CSR). L’installation permettra de valoriser des déchets difficiles à traiter et habituellement incinérés ou enfouis. Près de 70 GWh/an de méthane de synthèse seront produits et les résidus inertes du processus pourront être valorisés.",672,70,,Nearest city center,4.97251,43.54810
ASFR230469,Haffner Vitr'Hydrogène Vitry-le-François - 15kg/h hydrogen production unit,Vitr'Hydrogène,active,unless stated otherwise,production,operational,estimated,Haffner Energy,Production d’hydrogène à partir de thermolyse de biomasse pour alimenter une flotte de véhicules (potentiellement jusqu’à 200).,120.6,,,Nearest city center,4.58525,48.72611
ASFR230470,Storengy HyPSTER Bresse Vallons Pilot - 1MW hydrogen production unit,HyPSTER,active,reported,production,operational,reported,Storengy,"The HyPSTER project was inaugurated on September 15, 2023 at Bresse Vallons (01). HyPSTER is the first renewable hydrogen storage demonstrator in a saline cavity, supported by the European Union and the Clean Hydrogen Partnership. The project, with a total budget of 15.5 million euros, including 5 million euros from the Clean Hydrogen Partnership, opens the way to the creation of a renewable hydrogen storage industry and aims to establish technical and economic replicability at other sites in Europe.",146.66666666666666,4.84,,Estimated site location,5.21028,46.33950
ASFR230471,Storengy MYRTE Ajaccio - 200kW hydrogen production unit,MYRTE,active,unless stated otherwise,production,operational,estimated,Storengy,La plateforme met en oeuvre le couplage de l’énergie solaire avec une chaîne hydrogène comme vecteur énergétique pour le stockage des énergies renouvelables afin de réaliser des fonctionnalités réseau comme l’écrêtage de pics de consommation électrique.,30.799999999999997,1.0164,,Nearest known address,8.65311,41.91251
ASFR230472,Corstyrène Aléria - 60kW hydrogen production unit,Corstyrène Aléria,active,estimated,production,operational,reported,Corstyrène Energy,"Lauréat de l’AAP ADEME H2 Mobilité 2019, le projet porté par Corstyrène Energy, a pour ambition de produire et de distribuer de l’hydrogène vert in situ pour décarboner une partie de la chaîne logistique du site de production du groupe Corstyrène. En autoconsommation sur une centrale photovoltaïque de 100kWc installée sur ombrières de parking, les électrolyseurs produiront l’hydrogène nécessaire à l’alimentation d’une flotte de 7 chariots élévateurs.",8,0.264,,Nearest city center,9.49900,42.10301
ASFR230473,SIDEPAQ Briec H2 - hydrogen production unit,SIDEPAQ Briec H2,active,unless stated otherwise,production,development,estimated,Sidepaq,"Le Syndicat intercommunal pour l’incinération des déchets du pays de Quimper (SIDEPAQ) de Briec, gérant le traitement et la valorisation énergétique des déchets des communauté d’agglomération de Quimper Bretagne Occidentale, de la communauté de communes de la Presqu’île de Crozon – Aulne Maritime et celle de Pleyben Châteaulin, Porzay a entendu l’ambition de la Région Bretagne de se positionner comme « région française leader » pour la production d’hydrogène renouvelable et à décidé de répondre à son appel à projet pour développer une production locale d’hydrogène « vert ».
Dans le Finistère, l’unité de valorisation énergétique de Briec produit de la vapeur (qui chauffe 7 hectares de serres) et de l’électricité (qui alimente l’équivalent de 7 000 habitants). Cette électricité serait transformée en hydrogène par un procédé d’électrolyse de l’eau. L’objectif est de produire de l‘électricité à partir du groupe turbo alternateur de l’UVED pour des usages Bus, BOM et acteurs privés.",,,,Nearest known address,-4.02431,48.10523
ASFR230474,EDF SEI Molène Stockage H2 - 300kW hydrogen production unit,Molène Stockage H2,active,unless stated otherwise,production,operational,estimated,EDF SEI,"Le projet Molène Stockage H2, porté par le Syndicat départemental d’énergie du Finistère (SDEF), vise la décarbonisation du réseau électrique insulaire de l’île de Molène, par le déploiement d’un système de stockage long terme ou inter-saisonnier de l’énergie solaire produite in situ. Ce dispositif de stockage, sous forme d’hydrogène, complétera un premier stockage plus classique par batteries qui, à eux deux, doivent permettre un fonctionnement énergétique autonome de l’île avec 100% d’énergie renouvelable.
Projet de stockage massif d’électricité d’origine renouvelable avec l'intégration des ENR de l’ordre de 70% d’ici 2028.",44,1.452,,Nearest city center,-4.95852,48.3953
ASFR230475,Brest RED II Ports (ex Potentiel H2) - Plans for H2 production unit,Brest RED II Ports,active,unless stated otherwise,production,predevelopment,estimated,,"études technico-économiques portées par Brest Métropole, de scénarii d’usages, de distribution et de production d’hydrogène autour de l’unité de traitement des déchets et du port.",,,,Nearest city center,-4.47820,48.40525
ASFR230476,Ecosystème H2 la Roche aux Fées Retiers - Plans for hydrogen production unit,Ecosystème H2 la Roche aux Fées,active,estimated,production,predevelopment,reported,Roche aux Fées Communauté (RAFCO),"Ecosystème H2 sur la communauté de communes de la Roche aux Fées (35) : étude de faisabilité pour déployer une boucle locale hydrogène renouvelable sur et autour de la commune de Retiers. Elle cible la production d’un hydrogène « vert » pour les usages suivants : avitaillement d’un train hydrogène, avitaillement d’une flotte d’utilitaires et de poids lourds en desserte locale, injection d’hydrogène dans le réseau gazier, valorisation d’oxygène ou de chaleur fatale.",,,,Nearest city center,-1.34167,47.90622
ASFR230477,"Ondulia H2PIYR Pamiers Phase 1 - 2,5kW hydrogen production unit",H2PIYR Pamiers,active,unless stated otherwise,production,operational,estimated,Ondulia,"A Pamiers (Ariège), c’est la société Ondulia qui a connecté un micro-barrage, à une station H2 Spring d’Atawey. Depuis juillet 2017, il produit de l’hydrogène et alimente la flotte de vélos touristiques d’un camping.",0.3333333333333333,0.011,,Nearest known address,1.61975,43.06240
ASFR230478,CNR OH2 Port de Lyon  - 2MW green hydrogen production unit,OH2 Port de Lyon,active,estimated,production,development,reported,CNR,"Implanter sur le Port de Lyon une usine de production d’hydrogène renouvelable pour répondre aux besoins du territoire en matière de mobilité vert (fleuve, rail, logistique portuaire, logistique urbaine)",266.6666666666667,8.8,,Nearest known address,4.83482,45.72140
ASFR230479,Hynamics/Domo Chemicals HyDom - 85MW hydrogen production unit,Domo HyDom,active,unless stated otherwise,production,development,estimated,Hynamics,"Le projet « HyDom » permettra l’installation d’une usine de production d’hydrogène par électrolyse de l’eau de 85 mégawatts (MW) sur le site industriel de DOMO Chemicals, Belle-Étoile, en plein cœur de la Vallée de la Chimie, pour la production de 11 000 tonnes d’hydrogène bas carbone par an.",11333.333333333334,374.00000000000006,,Nearest known address,4.84612,45.68453
ASFR230480,CNR OH2 Pierre-Bénite - 20MW hydrogen production unit,OH2 Pierre-Bénite,active,estimated,production,development,reported,Engie,Implanter à proximité immédiate de l’usine hydroélectrique CNR de Pierre-Bénite une unité de production destinée à fournir en hydrogène renouvelable les industriels de la Vallée de la Chimie par hydrogénoduc. La région Auvergne-Rhône-Alpes (AURA) et la Compagnie nationale du Rhône (CNR) annoncent la construction pour 2025 d'un kilomètre de pipeline hydrogène entre le barrage de Pierre-Bénite et la vallée de la chimie à Saint-Fons.,2666.6666666666665,88,,Nearest known address,4.84409,45.70257
ASFR230481,Ville de Chateauneuf Ilot@ge Chateauneuf - 9kW hydrogen production unit,Ilot@ge,active,unless stated otherwise,production,operational,estimated,Ville de Chateauneuf,"Réalisation d’une plateforme intégrant la chaine des EnR : production (PV et microéolien), autoconsommation, stockage par batteries et H2v, destockage par Pile à Combustile, pour assurer l’autonomie énergétique en électricité et chaleur d’un site domestique. Assurer l’autoconsommation énergétique d’un site domestique abritant tout une panel d’activités : espace pour entreprises, activité sociale, activité de sport et de loisir.
Possibilité de rechargement d’un petit nombre de véhicule à une pression maximale de 350b",1.255,0.041415,,Nearest known address,4.61453,45.51806
ASFR230482,Hynamics/Vicat HyNoVi Montalieu-Vercieu - 300kW SOEFC hydrogen production unit,HyNoVi,active,estimated,production,development,reported,Hynamics,"Low-carbon hydrogen production with 330 MW of electrolysers. In addition to those 330 MW capacities, there will be a 300 kW SOFC electrolyser
HyNoVi is part of the Genvia's pilot projects to experiment its high temperature electrolysers to decarbonise industrial processes for the steel and cement industries.The projects are expected to produce hydrogen in amounts ranging from 200kg to 600kg per day. Genvia, Vicat and Hynamic have agreed a pilot project on Vicat's facility in Montalieu (the largest production capacity of the group), focused on the optimization of Genvia’s technology for industrial applications, demonstrated in the cement sector ",40,1.32,,Nearest known address,5.41935,45.80306
ASFR230484,Engie/CUD AltHytude Dunkerque - 80kW hydrogen production unit,AltHytude,inactive,reported,production,terminated,estimated,Engie Solutions,"The ALTHYTUDE (ALTernative HYdrogène dans les Transports Urbains à DunkerquE) project, piloted by GDF SUEZ in partnership with the Communauté urbaine de Dunkerque, was terminated in September 2010. Based on the testing of Hythane® (an innovative fuel composed of 80% natural gas and 20% hydrogen) on two buses of the Dunkirk DK'Bus Marine network, which usually run on natural gas, the project revealed immediate benefits for the environment.",10.666666666666666,0.352,,Nearest city center,2.38640,51.04813
